ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),Date
Franklin S&P 500 Financials UCITS ETF,Franklin Templeton,IE000KG7KXI7,USD,9.00,1.56,22/06/2026
Franklin EM Multi-Factor Equity UCITS ETF,Franklin Templeton,IE00BF2B0K52,USD,30.00,88.37,22/06/2026
Franklin European Quality Dividend UCITS ETF - (Dis),Franklin Templeton,IE00BF2B0L69,EUR,25.00,555.75,22/06/2026
Franklin European Quality Dividend UCITS ETF - (Acc),Franklin Templeton,IE000IMGE5W5,EUR,25.00,555.75,22/06/2026
Franklin FTSE India UCITS ETF,Franklin Templeton,IE00BHZRQZ17,USD,19.00,2.06,22/06/2026
Franklin MSCI World Catholic Principles UCITS ETF,Franklin Templeton,IE000AZOUN82,USD,27.00,188.34,22/06/2026
Franklin FTSE Emerging ex China UCITS ETF,Franklin Templeton,IE0006D3PGW3,USD,11.00,7.24,22/06/2026
Franklin FTSE Emerging Markets UCITS ETF - (Acc),Franklin Templeton,IE0004I037N4,USD,11.00,13.70,22/06/2026
Franklin FTSE Emerging Markets UCITS ETF - (Dis),Franklin Templeton,IE000GTF7GF4,USD,11.00,13.70,22/06/2026
Franklin S&P 500 Information Technology UCITS ETF,Franklin Templeton,IE000EQGURT5,USD,9.00,2.88,22/06/2026
Franklin Core US Enhanced Equity UCITS ETF,Franklin Templeton,IE000CZU3JH0,USD,20.00,5.41,22/06/2026
Franklin US Income Equity Focus UCITS ETF - (Dis),Franklin Templeton,IE0001T0BHM5,USD,35.00,24.80,22/06/2026
Franklin S&P 500 Screened UCITS ETF,Franklin Templeton,IE0006FAD976,USD,9.00,4.22,22/06/2026
Franklin FTSE China UCITS ETF,Franklin Templeton,IE00BHZRR147,USD,19.00,1.58,22/06/2026
Franklin FTSE Taiwan UCITS ETF,Franklin Templeton,IE000CM02H85,USD,19.00,578.60,22/06/2026
Franklin S&P 500 Communication Services UCITS ETF,Franklin Templeton,IE000TMJDGV1,USD,9.00,1.39,22/06/2026
Franklin MSCI China Paris Aligned Climate UCITS ETF,Franklin Templeton,IE000EBPC0Z7,USD,22.00,9.43,22/06/2026
Franklin FTSE Asia ex China ex Japan UCITS ETF,Franklin Templeton,IE00BFWXDV39,USD,14.00,580.10,22/06/2026
Franklin Future of Food UCITS ETF,Franklin Templeton,IE000ZOKLHY7,USD,30.00,5.48,22/06/2026
Franklin Global Quality Dividend UCITS ETF - (Acc),Franklin Templeton,IE000ZZJ48Q0,USD,30.00,116.29,22/06/2026
Franklin Global Quality Dividend UCITS ETF - (Dis),Franklin Templeton,IE00BF2B0M76,USD,30.00,116.29,22/06/2026
Franklin FTSE Japan UCITS ETF - (Acc),Franklin Templeton,IE000D0T0BO1,JPY,9.00,1.85,22/06/2026
Franklin MSCI Emerging Markets Paris Aligned Climate UCITS ETF,Franklin Templeton,IE000QLV3SY5,USD,18.00,9.26,22/06/2026
Footnotes,Franklin Templeton,,,,,22/06/2026
"For the funds launched on 31 October 2023, TER waivers will expire from 1 November 2026:",Franklin Templeton,,,,,22/06/2026
"Franklin Euro IG Corporate UCITS ETF: TER includes a fee waiver of 0.03%,",Franklin Templeton,,,,,22/06/2026
"Franklin Sustainable Euro Green Corp 1–5 Year UCITS ETF: TER includes a fee waiver of 0.07%,",Franklin Templeton,,,,,22/06/2026
Franklin Sustainable Euro Green Sovereign UCITS ETF: TER includes a fee waiver of 0.02%.,Franklin Templeton,,,,,22/06/2026
Franklin FTSE Emerging Markets UCITS ETF and Franklin FTSE Emerging ex China UCITS ETF: TER includes a fee waiver of 0.05% until 31 October 2026. The TER waiver will expire from 1 November 2026. Further information is set out in the “Fees and Expenses” section of the Prospectus.,Franklin Templeton,,,,,22/06/2026
Important Legal Information,Franklin Templeton,,,,,22/06/2026
Fund classification under the Regulation on sustainability related disclosures in the financial services sector (EU) 2019/2088:,Franklin Templeton,,,,,22/06/2026
"Article 8: These are Funds which have an ESG integration approach and, in addition, have binding environmental and/or social characteristics in their investment process.",Franklin Templeton,,,,,22/06/2026
"Article 9: These are Funds which have an ESG integration approach, have binding environmental and/or social characteristics and a clear sustainable investment objective.",Franklin Templeton,,,,,22/06/2026
"This website is intended to be of general interest only and should not be construed as individual investment advice or a recommendation or solicitation to buy, sell or hold any security or to adopt any investment strategy. It does not constitute legal or tax advice.",Franklin Templeton,,,,,22/06/2026
"All performance data shown in the fund's base currency. Performance data is based on the net asset value (NAV) of the ETF which may not be the same as the market price of the ETF. Individual shareholders may realise returns that are different to the NAV performance. Past performance is not an indicator or a guarantee of future performance. The actual costs vary depending on the executing custodian. In addition, deposit costs may be incurred which could have a negative effect on the value. Please find out the costs due from the respective price lists from the processing/custodian bank. Changes in exchange rates could have positive or negative effects on this investment. Please see the prospectus or supplements for further details.",Franklin Templeton,,,,,22/06/2026
"An investment in Franklin Templeton ETFs entails risks which are described in the prospectus and in the relevant Key Investor Information Document. Franklin Templeton ETFs (domiciled outside of the U.S. or Canada) may not be directly or indirectly offered or sold to residents of the United States of America and Canada. ETFs trade like stocks, fluctuate in market value and may trade at prices above or below the ETFs net asset value. Brokerage commissions and ETF expenses will reduce returns.",Franklin Templeton,,,,,22/06/2026
"Investments entail risks, the value of investments can go down as well as up and investors should be aware they might not get back the full value invested.",Franklin Templeton,,,,,22/06/2026
Price to Earnings (12-mo Trailing) measures the current price to earnings ratio (P/E) relative to the trailing 12 months of reported earnings.,Franklin Templeton,,,,,22/06/2026
The Dividend Yield quoted here is the yield on securities within the Fund's portfolio and should not be used as an indication of the income received from this portfolio.,Franklin Templeton,,,,,22/06/2026
"For the funds launched on 31 October 2023, TER waivers will expire from 1 November 2026:<br />
Franklin Euro IG Corporate UCITS ETF: TER includes a fee waiver of 0.03%,&nbsp;<br />
Franklin Sustainable Euro Green Corp 1–5 Year UCITS ETF: TER includes a fee waiver of 0.07%,&nbsp;<br />
Franklin Sustainable Euro Green Sovereign UCITS ETF: TER includes a fee waiver of 0.02%.<br />
Franklin FTSE Emerging Markets UCITS ETF and Franklin FTSE Emerging ex China UCITS ETF: TER includes a fee waiver of 0.05% until 31 October 2026. The TER waiver will expire from 1 November 2026. Further information is set out in the “Fees and Expenses” section of the Prospectus.",Franklin Templeton,,,,,22/06/2026
"Duration is the measure of the sensitivity of the price of a fixed-income investment to a change in interest rates, and is expressed as a number of years. Duration Contribution is the duration of the sector multiplied by the sector's percent of total.",Franklin Templeton,,,,,22/06/2026
"Yield to Maturity (‘YTM') is the rate of return anticipated on a bond if it is held until the maturity date. YTM is considered a long-term bond yield expressed as an annual rate. The calculation of YTM takes into account the current market price, par value, coupon interest rate and time to maturity. It is also assumed that all coupons are reinvested at the same rate. Yield figures quoted should not be used as an indication of the income that has or will be received. Yield figures are based on the portfolio's underlying holdings and do not represent a payout of the portfolio. Yield to Maturity is calculated without the deduction of fees and expenses.",Franklin Templeton,,,,,22/06/2026
"The average credit quality (ACQ) rating may change over time. The portfolio itself has not been rated by an independent rating agency. The letter rating, which may be based on bond ratings from different agencies (or internal ratings for unrated bonds, cash and equivalents), is provided to indicate the average credit rating of the portfolio's underlying investments and generally ranges from AAA (highest) to D (lowest). For unrated bonds, cash and equivalents, ratings may be assigned based on the ratings of the issuer, the ratings of the underlying holdings of a pooled investment vehicle, or other relevant factors. The ACQ is determined by assigning a sequential integer to all credit ratings AAA to D, taking a simple, asset-weighted average of investments by market value and rounding to the nearest rating. The risk of default increases as a bond's rating decreases, so the ACQ provided is not a statistical measurement of the portfolio's default risk because a simple, weighted average does not measure the increasing level of risk from lower-rated bonds. The ACQ may be lower if cash and equivalents are excluded from the calculation. The ACQ is provided for informational purposes only.",Franklin Templeton,,,,,22/06/2026
Franklin Sustainable Euro Green Bond UCITS ETF - EUR (Acc),Franklin Templeton,IE00BHZRR253,EUR,25.00,216.80,22/06/2026
Franklin Sustainable Euro Green Sovereign UCITS ETF - (Acc),Franklin Templeton,IE000P0R7WK6,EUR,18.00,100.97,22/06/2026
Franklin Emerging Markets Sovereign Debt Values UCITS ETF,Franklin Templeton,IE000YZIVX22,USD,35.00,68.82,22/06/2026
Franklin US Treasury 0-1 Year UCITS ETF - USD (Acc),Franklin Templeton,IE000E02WFD5,USD,5.00,104.12,22/06/2026
Franklin Euro IG Corporate UCITS ETF - (Dis),Franklin Templeton,IE000H0TSO96,EUR,15.00,108.01,22/06/2026
Franklin USD Investment Grade Corporate Bond UCITS ETF,Franklin Templeton,IE00BFWXDX52,USD,35.00,29.68,22/06/2026
Franklin Sustainable Euro Green Corp 1-5 Year UCITS ETF - (Acc),Franklin Templeton,IE0006K7DEL9,EUR,18.00,42.25,22/06/2026
Franklin Euro Short Maturity UCITS ETF - (Dis),Franklin Templeton,IE00BFWXDY69,EUR,15.00,599.62,22/06/2026
Franklin Euro Short Maturity UCITS ETF - (Acc),Franklin Templeton,IE000STIHQB2,EUR,15.00,599.62,22/06/2026
Footnotes,Franklin Templeton,,,,,22/06/2026
"For the funds launched on 31 October 2023, TER waivers will expire from 1 November 2026:",Franklin Templeton,,,,,22/06/2026
"Franklin Euro IG Corporate UCITS ETF: TER includes a fee waiver of 0.03%,",Franklin Templeton,,,,,22/06/2026
"Franklin Sustainable Euro Green Corp 1–5 Year UCITS ETF: TER includes a fee waiver of 0.07%,",Franklin Templeton,,,,,22/06/2026
Franklin Sustainable Euro Green Sovereign UCITS ETF: TER includes a fee waiver of 0.02%.,Franklin Templeton,,,,,22/06/2026
Franklin FTSE Emerging Markets UCITS ETF and Franklin FTSE Emerging ex China UCITS ETF: TER includes a fee waiver of 0.05% until 31 October 2026. The TER waiver will expire from 1 November 2026. Further information is set out in the “Fees and Expenses” section of the Prospectus.,Franklin Templeton,,,,,22/06/2026
Important Legal Information,Franklin Templeton,,,,,22/06/2026
Fund classification under the Regulation on sustainability related disclosures in the financial services sector (EU) 2019/2088:,Franklin Templeton,,,,,22/06/2026
"Article 8: These are Funds which have an ESG integration approach and, in addition, have binding environmental and/or social characteristics in their investment process.",Franklin Templeton,,,,,22/06/2026
"Article 9: These are Funds which have an ESG integration approach, have binding environmental and/or social characteristics and a clear sustainable investment objective.",Franklin Templeton,,,,,22/06/2026
"This website is intended to be of general interest only and should not be construed as individual investment advice or a recommendation or solicitation to buy, sell or hold any security or to adopt any investment strategy. It does not constitute legal or tax advice.",Franklin Templeton,,,,,22/06/2026
"All performance data shown in the fund's base currency. Performance data is based on the net asset value (NAV) of the ETF which may not be the same as the market price of the ETF. Individual shareholders may realise returns that are different to the NAV performance. Past performance is not an indicator or a guarantee of future performance. The actual costs vary depending on the executing custodian. In addition, deposit costs may be incurred which could have a negative effect on the value. Please find out the costs due from the respective price lists from the processing/custodian bank. Changes in exchange rates could have positive or negative effects on this investment. Please see the prospectus or supplements for further details.",Franklin Templeton,,,,,22/06/2026
"An investment in Franklin Templeton ETFs entails risks which are described in the prospectus and in the relevant Key Investor Information Document. Franklin Templeton ETFs (domiciled outside of the U.S. or Canada) may not be directly or indirectly offered or sold to residents of the United States of America and Canada. ETFs trade like stocks, fluctuate in market value and may trade at prices above or below the ETFs net asset value. Brokerage commissions and ETF expenses will reduce returns.",Franklin Templeton,,,,,22/06/2026
"Investments entail risks, the value of investments can go down as well as up and investors should be aware they might not get back the full value invested.",Franklin Templeton,,,,,22/06/2026
Price to Earnings (12-mo Trailing) measures the current price to earnings ratio (P/E) relative to the trailing 12 months of reported earnings.,Franklin Templeton,,,,,22/06/2026
The Dividend Yield quoted here is the yield on securities within the Fund's portfolio and should not be used as an indication of the income received from this portfolio.,Franklin Templeton,,,,,22/06/2026
"For the funds launched on 31 October 2023, TER waivers will expire from 1 November 2026:<br />
Franklin Euro IG Corporate UCITS ETF: TER includes a fee waiver of 0.03%,&nbsp;<br />
Franklin Sustainable Euro Green Corp 1–5 Year UCITS ETF: TER includes a fee waiver of 0.07%,&nbsp;<br />
Franklin Sustainable Euro Green Sovereign UCITS ETF: TER includes a fee waiver of 0.02%.<br />
Franklin FTSE Emerging Markets UCITS ETF and Franklin FTSE Emerging ex China UCITS ETF: TER includes a fee waiver of 0.05% until 31 October 2026. The TER waiver will expire from 1 November 2026. Further information is set out in the “Fees and Expenses” section of the Prospectus.",Franklin Templeton,,,,,22/06/2026
"Duration is the measure of the sensitivity of the price of a fixed-income investment to a change in interest rates, and is expressed as a number of years. Duration Contribution is the duration of the sector multiplied by the sector's percent of total.",Franklin Templeton,,,,,22/06/2026
"Yield to Maturity (‘YTM') is the rate of return anticipated on a bond if it is held until the maturity date. YTM is considered a long-term bond yield expressed as an annual rate. The calculation of YTM takes into account the current market price, par value, coupon interest rate and time to maturity. It is also assumed that all coupons are reinvested at the same rate. Yield figures quoted should not be used as an indication of the income that has or will be received. Yield figures are based on the portfolio's underlying holdings and do not represent a payout of the portfolio. Yield to Maturity is calculated without the deduction of fees and expenses.",Franklin Templeton,,,,,22/06/2026
"The average credit quality (ACQ) rating may change over time. The portfolio itself has not been rated by an independent rating agency. The letter rating, which may be based on bond ratings from different agencies (or internal ratings for unrated bonds, cash and equivalents), is provided to indicate the average credit rating of the portfolio's underlying investments and generally ranges from AAA (highest) to D (lowest). For unrated bonds, cash and equivalents, ratings may be assigned based on the ratings of the issuer, the ratings of the underlying holdings of a pooled investment vehicle, or other relevant factors. The ACQ is determined by assigning a sequential integer to all credit ratings AAA to D, taking a simple, asset-weighted average of investments by market value and rounding to the nearest rating. The risk of default increases as a bond's rating decreases, so the ACQ provided is not a statistical measurement of the portfolio's default risk because a simple, weighted average does not measure the increasing level of risk from lower-rated bonds. The ACQ may be lower if cash and equivalents are excluded from the calculation. The ACQ is provided for informational purposes only.",Franklin Templeton,,,,,22/06/2026
