Workbook Provider,ISIN,DistinctISINCount,Status,Latest Provider Hits,Repo File Hit Count,Repo File Samples
iShares,IE00BZ6V7883,453,present_in_latest,ishares,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-23\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-24\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-25\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-28\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-29\ishares_selected_fields_all_funds.csv
iShares,IE00BZCQB185,453,present_in_latest,ishares,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-23\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-24\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-25\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-28\ishares_selected_fields_all_funds.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\ishares\2026-06-29\ishares_selected_fields_all_funds.csv
Janus Henderson,IE0002P9KZW1,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE0007W7MZL0,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE0008B0OAD5,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE0008C3G0Y9,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE0009ZTL4B5,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000CV0WWL4,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000GETKIK8,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000J8RGOJ4,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000JL9SV51,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000L1I4R94,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000LJG9WK1,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000LSFKN16,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000LZC9NM0,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000P7C7930,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000RH1ZG27,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000XIITCN5,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000Y3FZEN4,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE000YMBL844,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE00BMDWWS85,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,IE00BN0T9H70,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2941599081,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2941599248,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2941599834,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2994520851,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2994520935,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
Janus Henderson,LU2994521669,26,present_in_latest,Janus_Henderson,5,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-29\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-06-30\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-01\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-02\janushenderson_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\Janus_Henderson\2026-07-03\janushenderson_selected_fields.csv
JPMorgan ETF,IE00004PGEY9,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE00005YSIA4,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0000BNORX6,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0000EAPBT6,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0000F1IQZ8,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0001O84583,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0002UMVXQ1,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0002VV7CV3,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0002WLH200,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0003CEOZG5,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
JPMorgan ETF,IE0003FI3HY1,121,present_in_latest,jpmorgan,8,C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-23\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-24\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-25\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-28\jpmorgan_selected_fields.csv; C:\Users\Bochra\OneDrive\Desktop\etf-extractor\providers\jpmorgan\2026-06-29\jpmorgan_selected_fields.csv
