ETF Name,Issuer,ISIN,CCY,TER(bps),AUM(M),Date
Fidelity US Value Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE000MKIH0W7,USD,20.00,2.45,26/06/2026 00:00:00
Fidelity Global Government Bond Climate Aware UCITS ETF USD Hedged Inc,Fidelity International,IE000PN9NSC6,USD,25.00,0.55,26/06/2026 00:00:00
Fidelity US Fundamental Small-Mid Cap UCITS ETF ACC-USD,Fidelity International,IE000PNL0242,USD,43.00,18.28,26/06/2026 00:00:00
Fidelity Global Government Bond Climate Aware UCITS ETF ACC-GBP (hedged),Fidelity International,IE000QVCP9S5,GBP,25.00,481.90,26/06/2026 00:00:00
Fidelity Global Equity Research Enhanced PAB UCITS ETF Acc,Fidelity International,IE000TYGG0N6,USD,25.00,794.23,26/06/2026 00:00:00
Fidelity EUR Corp Bond Research Enhanced PAB UCITS ETF INC-EUR,Fidelity International,IE000VQZQ963,EUR,20.00,27.12,26/06/2026 00:00:00
Fidelity USD Corp Bond Research Enhanced UCITS ETF Acc,Fidelity International,IE000W24OG76,USD,3.00,22.35,26/06/2026 00:00:00
Fidelity USD Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (Hedged),Fidelity International,IE000X3MDCC5,GBP,25.00,640.04,26/06/2026 00:00:00
Fidelity US Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BKSBGS44,USD,20.00,1601.06,26/06/2026 00:00:00
Fidelity Europe Equity Research Enhanced UCITS ETF ACC-EUR,Fidelity International,IE00BKSBGT50,EUR,25.00,95.98,26/06/2026 00:00:00
Fidelity Global Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BKSBGV72,USD,25.00,288.69,26/06/2026 00:00:00
Fidelity Emerging Markets Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BLRPN388,USD,30.00,4385.15,26/06/2026 00:00:00
Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF INC-USD,Fidelity International,IE00BM9GRM34,USD,25.00,52.18,26/06/2026 00:00:00
Fidelity Global Corp Bond Research Enhanced PAB UCITS ETF ACC-GBP (Hedged),Fidelity International,IE00BM9GRN41,GBP,30.00,646.01,26/06/2026 00:00:00
Fidelity ESG USD EM Bond UCITS ETF INC-USD,Fidelity International,IE00BM9GRP64,USD,45.00,17.59,26/06/2026 00:00:00
Fidelity ESG USD EM Bond UCITS ETF ACC-GBP (Hedged),Fidelity International,IE00BM9GRQ71,GBP,50.00,361.98,26/06/2026 00:00:00
Fidelity Japan Equity Research Enhanced UCITS ETF ACC-JPY,Fidelity International,IE00BNGFMX61,JPY,25.00,56307.49,26/06/2026 00:00:00
Fidelity Pacific ex-Japan Equity Research Enhanced UCITS ETF ACC-USD,Fidelity International,IE00BNGFMY78,USD,20.00,491.07,26/06/2026 00:00:00
Fidelity Europe Quality Income UCITS ETF INC-EUR,Fidelity International,IE00BYSX4176,EUR,30.00,27.26,26/06/2026 00:00:00
Fidelity Europe Quality Income UCITS ETF ACC-EUR,Fidelity International,IE00BYSX4283,EUR,30.00,33.31,26/06/2026 00:00:00
Fidelity Europe Quality Income UCITS ETF ACC-GBP (hedged),Fidelity International,IE00BYSX4408,GBP,35.00,2.12,26/06/2026 00:00:00
Fidelity Emerging Markets Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYSX4739,USD,50.00,169.86,26/06/2026 00:00:00
Fidelity Emerging Markets Quality Income UCITS ETF ACC-USD,Fidelity International,IE00BYSX4846,USD,50.00,46.34,26/06/2026 00:00:00
Fidelity US Quality Income UCITS ETF ACC-GBP (hedged),Fidelity International,IE00BYV03C98,GBP,30.00,6.24,26/06/2026 00:00:00
Fidelity Global Quality Income UCITS ETF INC-GBP (hedged),Fidelity International,IE00BYV1YF22,GBP,45.00,69.12,26/06/2026 00:00:00
Fidelity US Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYXVGX24,USD,25.00,1433.24,26/06/2026 00:00:00
Fidelity US Quality Income UCITS ETF ACC-USD,Fidelity International,IE00BYXVGY31,USD,25.00,357.47,26/06/2026 00:00:00
Fidelity Global Quality Income UCITS ETF INC-USD,Fidelity International,IE00BYXVGZ48,USD,40.00,868.13,26/06/2026 00:00:00
